t,id,x,y,z,vx,vy,vz
0,0,-0.0478635595584589,0.000130498108871182,0.037772521208391,0.0382381437851089,0,-0.0102458797472851
0,1,-0.0479858243434402,0.000189936988502574,0.0378728603003212,0.028592064787355,0,-0.0076612206697101
0,2,-0.0476395451504614,0.000175910333625734,0.0378293733931575,0.0250393899407032,0,-0.0067092843135794
0,3,-0.0475921217442174,0.000211589013039249,0.0376634446976106,0.0263643125399198,0,-0.00706429625407323
0,4,-0.047908552726732,0.00020221536848492,0.0378049271597543,0.0287970580195118,0,-0.00771614844072038
0,5,-0.0476103155175296,0.000278333346010236,0.0377219138959113,0.0219711240423124,0,-0.00588714494394162
0,6,-0.0478295353453681,0.000129776268821095,0.0378843376413064,0.0167737810591401,0,-0.00449452108881305
0,7,-0.0476484037443557,0.000145231281209789,0.037791052571222,0.0256821757888109,0,-0.00688151826248602
0,8,-0.0479270636379482,0.000124348746530674,0.0378956441590966,0.0186781108515592,0,-0.00500478471881428
0,9,-0.0479618791189972,0.000152687171958962,0.0378265351655338,0.0319581030414949,0,-0.00856314790159916
0.01,0,-0.0474811781206078,0.000130498108871182,0.0376700624109181,0.0382381437851087,0,-0.010245879747285
0.01,1,-0.0476999036955667,0.000189936988502574,0.0377962480936241,0.028592064787355,0,-0.0076612206697101
0.01,2,-0.0473891512510544,0.000175910333625734,0.0377622805500217,0.0250393899407033,0,-0.00670928431357943
0.01,3,-0.0473284786188182,0.000211589013039249,0.0375928017350699,0.0263643125399199,0,-0.00706429625407326
0.01,4,-0.0476205821465369,0.00020221536848492,0.0377277656753471,0.0287970580195119,0,-0.00771614844072039
0.01,5,-0.0473906042771064,0.000278333346010236,0.0376630424464719,0.0219711240423119,0,-0.00588714494394149
0.01,6,-0.0476617975347767,0.000129776268821095,0.0378393924304182,0.0167737810591401,0,-0.00449452108881306
0.01,7,-0.0473915819864676,0.000145231281209789,0.0377222373885971,0.0256821757888108,0,-0.00688151826248597
0.01,8,-0.0477402825294326,0.000124348746530674,0.0378455963119085,0.0186781108515597,0,-0.0050047847188144
0.01,9,-0.0476422980885823,0.000152687171958962,0.0377409036865178,0.0319581030414946,0,-0.00856314790159908
0.02,0,-0.0470987966827567,0.000130498108871182,0.0375676036134453,0.0382381437851088,0,-0.0102458797472851
0.02,1,-0.0474139830476931,0.000189936988502574,0.037719635886927,0.0285920647873549,0,-0.0076612206697101
0.02,2,-0.0471387573516473,0.000175910333625734,0.0376951877068859,0.0250393899407033,0,-0.00670928431357942
0.02,3,-0.047064835493419,0.000211589013039249,0.0375221587725292,0.0263643125399199,0,-0.00706429625407326
0.02,4,-0.0473326115663418,0.00020221536848492,0.0376506041909399,0.0287970580195119,0,-0.00771614844072039
0.02,5,-0.0471708930366833,0.000278333346010236,0.0376041709970325,0.021971124042311,0,-0.00588714494394126
0.02,6,-0.0474940597241853,0.000129776268821095,0.0377944472195301,0.0167737810591402,0,-0.00449452108881307
0.02,7,-0.0471347602285795,0.000145231281209789,0.0376534222059723,0.0256821757888106,0,-0.00688151826248593
0.02,8,-0.047553501420917,0.000124348746530674,0.0377955484647203,0.0186781108515594,0,-0.00500478471881433
0.02,9,-0.0473227170581673,0.000152687171958962,0.0376552722075018,0.0319581030414945,0,-0.00856314790159905
0.03,0,-0.0467164152449056,0.000130498108871182,0.0374651448159724,0.038238143785109,0,-0.0102458797472851
0.03,1,-0.0471280623998196,0.000189936988502574,0.0376430236802299,0.028592064787355,0,-0.00766122066971011
0.03,2,-0.0468883634522403,0.000175910333625734,0.0376280948637501,0.0250393899407034,0,-0.00670928431357945
0.03,3,-0.0468011923680198,0.000211589013039249,0.0374515158099884,0.02636431253992,0,-0.00706429625407328
0.03,4,-0.0470446409861467,0.00020221536848492,0.0375734427065327,0.0287970580195119,0,-0.0077161484407204
0.03,5,-0.0469511817962602,0.000278333346010236,0.0375452995475931,0.0219711240423115,0,-0.0058871449439414
0.03,6,-0.0473263219135939,0.000129776268821095,0.037749502008642,0.0167737810591402,0,-0.00449452108881308
0.03,7,-0.0468779384706914,0.000145231281209789,0.0375846070233474,0.0256821757888109,0,-0.00688151826248601
0.03,8,-0.0473667203124014,0.000124348746530674,0.0377455006175322,0.0186781108515595,0,-0.00500478471881435
0.03,9,-0.0470031360277524,0.000152687171958962,0.0375696407284858,0.0319581030414942,0,-0.00856314790159897
0.04,0,-0.0463340338070545,0.000130498108871182,0.0373626860184996,0.0382381437851091,0,-0.0102458797472851
0.04,1,-0.046842141751946,0.000189936988502574,0.0375664114735328,0.028592064787355,0,-0.0076612206697101
0.04,2,-0.0466379695528333,0.000175910333625734,0.0375610020206143,0.0250393899407034,0,-0.00670928431357944
0.04,3,-0.0465375492426206,0.000211589013039249,0.0373808728474477,0.0263643125399201,0,-0.0070642962540733
0.04,4,-0.0467566704059516,0.00020221536848492,0.0374962812221255,0.0287970580195119,0,-0.0077161484407204
0.04,5,-0.0467314705558371,0.000278333346010236,0.0374864280981537,0.021971124042312,0,-0.00588714494394153
0.04,6,-0.0471585841030025,0.000129776268821095,0.0377045567977538,0.0167737810591403,0,-0.0044945210888131
0.04,7,-0.0466211167128033,0.000145231281209789,0.0375157918407226,0.0256821757888107,0,-0.00688151826248596
0.04,8,-0.0471799392038859,0.000124348746530674,0.037695452770344,0.0186781108515592,0,-0.00500478471881428
0.04,9,-0.0466835549973374,0.000152687171958962,0.0374840092494698,0.0319581030414941,0,-0.00856314790159894
0.05,0,-0.0459516523692034,0.000130498108871182,0.0372602272210267,0.0382381437851089,0,-0.0102458797472851
0.05,1,-0.0465562211040725,0.000189936988502574,0.0374897992668357,0.028592064787355,0,-0.0076612206697101
0.05,2,-0.0463875756534262,0.000175910333625734,0.0374939091774785,0.0250393899407034,0,-0.00670928431357946
0.05,3,-0.0462739061172214,0.000211589013039249,0.037310229884907,0.0263643125399201,0,-0.00706429625407332
0.05,4,-0.0464686998257564,0.00020221536848492,0.0374191197377183,0.0287970580195119,0,-0.0077161484407204
0.05,5,-0.046511759315414,0.000278333346010236,0.0374275566487142,0.0219711240423115,0,-0.0058871449439414
0.05,6,-0.0469908462924111,0.000129776268821095,0.0376596115868657,0.0167737810591403,0,-0.00449452108881311
0.05,7,-0.0463642949549152,0.000145231281209789,0.0374469766580977,0.0256821757888108,0,-0.00688151826248598
