t,id,x,y,z,vx,vy,vz
0,0,-0.0476791411775945,0.000192649558428416,0.0378030473095996,0.0284653346365656,0,-0.00762726342814943
0,1,-0.04785226149011,0.000258119193253374,0.0378210841351203,0.0288463506980833,0,-0.00772935637413637
0,2,-0.0477101086211959,0.000209411577558597,0.0376844564521397,0.0266020065814956,0,-0.00712798618055915
0,3,-0.0478721602080126,0.00022481760048209,0.0378058580154177,0.0276263558220649,0,-0.00740245973233714
0,4,-0.0476399990176846,0.0001543757350469,0.037698953435673,0.0366395349711235,0,-0.00981753380656441
0,5,-0.0479571502939973,0.000191313667601413,0.0378220323698414,0.0295963009438441,0,-0.00793030493685149
0,6,-0.0477368664592546,0.000163834328659148,0.0378198739334817,0.0263316677550557,0,-0.00705554911033181
0,7,-0.0475458329854929,0.000203095871927078,0.037750024271424,0.0290576048857377,0,-0.00778596176311607
0,8,-0.0476667713080305,0.000188345615350999,0.0378673633421743,0.0261642125353585,0,-0.00701067961944557
0,9,-0.0475569263584372,0.000211746724167777,0.0377319406299286,0.028652725761609,0,-0.00767747472877355
0,10,-0.0478603260649911,0.000161684092412648,0.0378259187654949,0.0288043256712776,0,-0.00771809580214189
0,11,-0.0478464956864527,0.000184062869847565,0.0378336596065633,0.0284424822308815,0,-0.00762114014450125
0,12,-0.0478018049753199,0.000218156762910762,0.0378170337196943,0.0293732225250012,0,-0.00787053125467374
0,13,-0.0478106154516029,0.000160576971051507,0.0378933713758425,0.0207149867278173,0,-0.00555056396494008
0,14,-0.0479790108056275,0.000239756590125064,0.0377692015467262,0.0202231610357583,0,-0.00541877966793599
0,15,-0.0478704145782304,0.000262943148546222,0.0378029763041738,0.0251645108748927,0,-0.0067428103668517
0,16,-0.0476215089448486,0.000227269443143378,0.0377277196386014,0.0267329136199742,0,-0.00716306261580305
0,17,-0.0476638237295396,0.000282277482659652,0.037763706743758,0.027353400733063,0,-0.00732932163666911
0,18,-0.0477814097981777,0.000189902025278265,0.0378664853844135,0.0273499581048482,0,-0.00732839918721911
0,19,-0.0475767323338953,0.000147173274907829,0.0376576619041862,0.0411133673458695,0,-0.0110162935784498
0,20,-0.0478082155415788,0.000119233402181305,0.0377538388433189,0.0405291007908774,0,-0.0108597398268752
0,21,-0.0477799604790236,0.000246486629155396,0.0378363782819866,0.0329640966713128,0,-0.00883270308229972
0,22,-0.0478482075488385,0.000261653324266815,0.0378133855546662,0.0278033568939093,0,-0.00744988702659729
0,23,-0.0478303011584581,0.000280307693986275,0.037875363896337,0.0410627753357995,0,-0.0110027374902081
0,24,-0.0479077228974219,0.000167666509399141,0.0379097446610517,0.0229927777041255,0,-0.00616089621756876
0,25,-0.0477673342134398,0.000177677332194278,0.0377716241103739,0.0305416392170406,0,-0.00818360756372875
0,26,-0.0475887390696144,0.000214453383634488,0.0378342748797517,0.0320201320086001,0,-0.00857976851324234
0,27,-0.0475507279625375,0.000297302337689409,0.0377499765215591,0.0311510066963866,0,-0.00834688708771329
0,28,-0.047610759196719,0.000251230074773484,0.0378086404813726,0.0356599140279323,0,-0.00955504516594772
0,29,-0.047784386599938,0.00027304078985647,0.0378325663573246,0.0343143752393544,0,-0.00919450913416353
0,30,-0.0478818448657948,0.000125162627263323,0.037845656287146,0.0259844298390198,0,-0.00696250699114853
0,31,-0.0479978347126515,0.000193972528549129,0.0378639498346293,0.0289323446448319,0,-0.00775239838272162
0,32,-0.0477644110991345,0.000150670360438054,0.0378069701061308,0.0279088978780228,0,-0.00747816664805889
0,33,-0.0475929380831514,0.000210268774954173,0.0377206398000517,0.0281474427316028,0,-0.00754208454893424
0,34,-0.0478930732900931,0.000258844968040385,0.0377893188997356,0.022465383678349,0,-0.00601958141426895
0,35,-0.0479080024087396,0.000185322138948579,0.0378862319170386,0.0271398487363135,0,-0.00727210055159804
0,36,-0.0479067727801097,0.000232209138918715,0.0378722130606148,0.0318915048192646,0,-0.0085453029617352
0,37,-0.0479178582861994,0.000248281255346313,0.0377618519708187,0.0194536129430888,0,-0.00521257987796829
0,38,-0.0477911939207572,0.000125291438907468,0.0378475758365765,0.0210184235165611,0,-0.00563186960743786
0,39,-0.04779933680322,0.000188994922272932,0.0378313677813165,0.0283191194848275,0,-0.00758808519632
0,40,-0.047681746387267,0.00018990610142497,0.0378105615282649,0.0280993988614147,0,-0.00752921123271608
0,41,-0.0476567578698131,0.00019092203409765,0.0376819650126097,0.0309972831858822,0,-0.00830569699721595
0,42,-0.0475684528804981,0.000170767894748155,0.0377622815148899,0.0277641422222497,0,-0.00743937948699466
0,43,-0.0479125235363326,0.000120399344322364,0.0378399682432428,0.0286046635006085,0,-0.00766459648475207
0,44,-0.0475759998404718,0.000202898656930066,0.0378265712944634,0.0295563544364794,0,-0.00791960130246267
0,45,-0.0478609377718675,0.000209265371778861,0.0378305598700469,0.0291250346538815,0,-0.00780402951503601
0,46,-0.0479001266730959,0.000131221390736368,0.0378088420454242,0.0335104897647877,0,-0.00897910867044627
0,47,-0.0477613667454484,0.000247301949415481,0.0377805145640848,0.0269236137731528,0,-0.00721416056784376
0,48,-0.047684034191517,0.000274592459921234,0.0377532660849918,0.0245023692802417,0,-0.00656539006128991
0,49,-0.047732966481654,0.00018341447179702,0.0378034951091214,0.0284099429414916,0,-0.00761242126818696
0,50,-0.0479548875090519,0.000185670219172052,0.0378632369021428,0.0284770497490931,0,-0.00763040248309041
0,51,-0.0478822214100132,0.000205102414057609,0.0378301417384191,0.0289795777321529,0,-0.00776505445032532
0,52,-0.0474647811360616,0.000239202868575187,0.0377876688726954,0.0358969159389006,0,-0.00961854963659632
0,53,-0.0475094305560033,0.000123989449100545,0.0376909876623428,0.0365281459352084,0,-0.00978768720434528
0,54,-0.0479714346307957,0.000181960860068315,0.0377649389836539,0.033052335311719,0,-0.00885634655473779
0,55,-0.047755209869872,0.000178394643879774,0.0377889358104026,0.0293636089807695,0,-0.00786795531326045
0,56,-0.0478572382451293,0.000161575250910478,0.0378319249729284,0.02813719516706,0,-0.00753933872229062
0,57,-0.0478002151531706,0.000225557764057485,0.0378225163098268,0.0299177997126134,0,-0.00801645027231083
0,58,-0.0476629481452528,0.000211901614442805,0.0377947723511253,0.0296885711061972,0,-0.0079550286523395
0,59,-0.047549172520946,0.000210566080202343,0.037747479879014,0.0291579735793751,0,-0.00781285547352158
0,60,-0.0479239189087306,0.000190556075247656,0.0377761334965207,0.0305372402885377,0,-0.00818242887438883
0,61,-0.0475924143680645,0.000233138286184148,0.0378323522165828,0.0357085909432414,0,-0.00956808810609483
0,62,-0.047583291552846,0.000303224582313976,0.0377692970482016,0.0340599217950436,0,-0.00912632853924912
0,63,-0.0479544421853763,0.000170855424384954,0.0378589357527881,0.0282688007633866,0,-0.00757460233554574
0,64,-0.0479509294929742,0.000244617665297198,0.037796007258691,0.0230414924729233,0,-0.00617394930052758
0,65,-0.0476289807031389,0.000164524401334657,0.0377684571578792,0.0284094377350257,0,-0.0076122858985224
0,66,-0.047757153189929,0.000274128753876556,0.0377365068451688,0.0176888968316238,0,-0.00473972562103103
0,67,-0.0479342053990178,0.000177805899279455,0.0378239925851869,0.0301012721027013,0,-0.00806561155106829
0,68,-0.047727041597083,0.000112242415103062,0.0377951857477919,0.0274708692420572,0,-0.00736079722879019
0,69,-0.0478888444425013,0.000178006510438776,0.0377877216341106,0.0314377180337745,0,-0.00842371115902721
0,70,-0.0479476735354618,0.00021564404038484,0.0379029298504926,0.0311776911821448,0,-0.00835403717412263
0,71,-0.04776942199534,0.000293930469782555,0.0378453394989611,0.0398428882844117,0,-0.0106758697399315
0,72,-0.047660939206309,0.000224937129744934,0.0378650288426821,0.03494914990787,0,-0.009364596493968
0,73,-0.0476840464754865,0.000161284003261099,0.0378577292930882,0.0210330279609341,0,-0.00563578285651351
0,74,-0.0478197234774237,0.000131219033117118,0.0378533308053212,0.0219798899860957,0,-0.00588949377149925
0,75,-0.0475881947251036,0.000230735749826175,0.0377904033258615,0.0320354662113282,0,-0.0085838773004799
0,76,-0.0475497167595483,0.000122126333439735,0.0377078005561519,0.0355233706879269,0,-0.00951845848826142
0,77,-0.047752086821358,0.000236166658416886,0.0377942174454182,0.0288936990688237,0,-0.00774204333183919
0,78,-0.047681992324265,0.000252245926097099,0.0377632823245104,0.0272442685430566,0,-0.00730007975448865
0,79,-0.0479867578184787,0.000191812275139783,0.0378290312301536,0.0295802212100355,0,-0.00792599638516298
0,80,-0.0478544440276088,0.000151887512301865,0.0377839306464932,0.033696246136065,0,-0.00902888194011894
0,81,-0.0479946986316698,0.000198425544766042,0.0378601273114673,0.0289778284631038,0,-0.00776458573509626
0,82,-0.047516398747854,0.000148463861566269,0.0376444736430744,0.0404272353167624,0,-0.0108324450553494
0,83,-0.0476741930319133,0.000151125315325857,0.0377277877247446,0.034744408239491,0,-0.00930973612926885
0,84,-0.0478743188374906,0.000238701824036644,0.0378245625145365,0.0286513117812412,0,-0.0076770958538759
0,85,-0.0480009391516352,0.00024975263787668,0.0378356074099066,0.025667696190313,0,-0.00687763846576177
0,86,-0.0477931931044066,0.000239950595819175,0.0377841549879828,0.026747141222643,0,-0.00716687489044838
0,87,-0.047890211124275,0.000155469741926008,0.0378622630108144,0.0255726358504014,0,-0.00685216712445023
0,88,-0.0479469148451432,0.000203557634682354,0.0378006521876941,0.0285561091373679,0,-0.00765158638233273
0,89,-0.0477092797994516,0.00029155780141454,0.037829965916334,0.039740790452886,0,-0.0106485127084253
0,90,-0.0477696477865697,0.000187337219593356,0.0377094737808634,0.0318828569390807,0,-0.00854298576922369
0,91,-0.0478154985476496,0.000278743287548217,0.0378644691806704,0.0394422781205811,0,-0.0105685265700534
0,92,-0.0475308439391919,0.000267600964492294,0.0377744383845773,0.0356003308769827,0,-0.00953907990876829
0,93,-0.0479606904500609,0.000199025315624868,0.0378446563122846,0.0289935424546381,0,-0.00776879628643775
0,94,-0.0476021194600026,0.00021811722928508,0.0377520124094396,0.0288426812747509,0,-0.00772837315511777
0,95,-0.0478809859176198,0.000141071761968728,0.0377399444146359,0.0424016304826907,0,-0.0113614826455998
0,96,-0.0476642263152331,0.000177816734255116,0.0378167940728581,0.0264319756034689,0,-0.00708242651730863
0,97,-0.0478614520049941,0.000266328905896357,0.0378735206080685,0.0372432127200026,0,-0.0099792887718652
0,98,-0.0480415228990095,0.000252713122221352,0.0377961397698726,0.0187335303875677,0,-0.00501963433873267
0,99,-0.0476820885577656,0.000238712522712976,0.0377600015088136,0.0273683181895578,0,-0.00733331875709001
0.01,0,-0.0473944878312288,0.000192649558428416,0.0377267746753181,0.0284653346365657,0,-0.00762726342814945
0.01,1,-0.0475637979831292,0.000258119193253374,0.0377437905713789,0.0288463506980832,0,-0.00772935637413635
0.01,2,-0.047444088555381,0.000209411577558597,0.0376131765903342,0.0266020065814956,0,-0.00712798618055914
0.01,3,-0.0475958966497919,0.00022481760048209,0.0377318334180943,0.027626355822065,0,-0.00740245973233716
0.01,4,-0.0472736036679734,0.0001543757350469,0.0376007780976073,0.0366395349711233,0,-0.00981753380656437
0.01,5,-0.0476611872845589,0.000191313667601413,0.0377427293204729,0.029596300943844,0,-0.00793030493685148
0.01,6,-0.047473549781704,0.000163834328659148,0.0377493184423784,0.0263316677550558,0,-0.00705554911033183
0.01,7,-0.0472552569366355,0.000203095871927078,0.0376721646537929,0.0290576048857377,0,-0.00778596176311607
0.01,8,-0.047405129182677,0.000188345615350999,0.0377972565459799,0.0261642125353586,0,-0.0070106796194456
0.01,9,-0.0472703991008211,0.000211746724167777,0.0376551658826409,0.028652725761609,0,-0.00767747472877356
0.01,10,-0.0475722828082783,0.000161684092412648,0.0377487378074735,0.0288043256712779,0,-0.00771809580214198
0.01,11,-0.0475620708641439,0.000184062869847565,0.0377574482051183,0.0284424822308816,0,-0.00762114014450129
0.01,12,-0.0475080727500699,0.000218156762910762,0.0377383284071476,0.0293732225250012,0,-0.00787053125467374
0.01,13,-0.0476034655843248,0.000160576971051507,0.0378378657361931,0.0207149867278171,0,-0.00555056396494003
0.01,14,-0.0477767791952699,0.000239756590125064,0.0377150137500469,0.0202231610357584,0,-0.00541877966793601
0.01,15,-0.0476187694694814,0.000262943148546222,0.0377355482005053,0.0251645108748922,0,-0.00674281036685157
0.01,16,-0.0473541798086488,0.000227269443143378,0.0376560890124434,0.0267329136199742,0,-0.00716306261580304
0.01,17,-0.047390289722209,0.000282277482659652,0.0376904135273913,0.027353400733063,0,-0.00732932163666912
0.01,18,-0.0475079102171292,0.000189902025278265,0.0377932013925413,0.0273499581048481,0,-0.00732839918721909
0.01,19,-0.0471655986604366,0.000147173274907829,0.0375474989684017,0.0411133673458692,0,-0.0110162935784497
0.01,20,-0.0474029245336701,0.000119233402181305,0.0376452414450501,0.0405291007908777,0,-0.0108597398268752
0.01,21,-0.0474503195123105,0.000246486629155396,0.0377480512511636,0.0329640966713127,0,-0.0088327030822997
0.01,22,-0.0475701739798994,0.000261653324266815,0.0377388866844002,0.0278033568939098,0,-0.00744988702659742
0.01,23,-0.0474196734051001,0.000280307693986275,0.0377653365214349,0.0410627753357998,0,-0.0110027374902082
0.01,24,-0.0476777951203806,0.000167666509399141,0.037848135698876,0.0229927777041257,0,-0.0061608962175688
0.01,25,-0.0474619178212693,0.000177677332194278,0.0376897880347367,0.0305416392170408,0,-0.00818360756372879
0.01,26,-0.0472685377495284,0.000214453383634488,0.0377484771946193,0.0320201320086001,0,-0.00857976851324234
0.01,27,-0.0472392178955736,0.000297302337689409,0.037666507650682,0.0311510066963874,0,-0.0083468870877135
0.01,28,-0.0472541600564396,0.000251230074773484,0.0377130900297132,0.035659914027932,0,-0.00955504516594764
0.01,29,-0.0474412428475444,0.00027304078985647,0.0377406212659829,0.0343143752393539,0,-0.0091945091341634
0.01,30,-0.0476220005674046,0.000125162627263323,0.0377760312172345,0.0259844298390194,0,-0.00696250699114843
0.01,31,-0.0477085112662032,0.000193972528549129,0.0377864258508021,0.0289323446448319,0,-0.00775239838272162
0.01,32,-0.0474853221203543,0.000150670360438054,0.0377321884396502,0.0279088978780229,0,-0.00747816664805892
0.01,33,-0.0473114636558354,0.000210268774954173,0.0376452189545623,0.0281474427316027,0,-0.00754208454893422
0.01,34,-0.0476684194533096,0.000258844968040385,0.0377291230855929,0.0224653836783491,0,-0.00601958141426897
0.01,35,-0.0476366039213765,0.000185322138948579,0.0378135109115226,0.0271398487363136,0,-0.00727210055159806
0.01,36,-0.0475878577319171,0.000232209138918715,0.0377867600309975,0.0318915048192648,0,-0.00854530296173526
0.01,37,-0.0477233221567685,0.000248281255346313,0.037709726172039,0.0194536129430892,0,-0.00521257987796838
0.01,38,-0.0475810096855916,0.000125291438907468,0.0377912571405022,0.021018423516561,0,-0.00563186960743785
0.01,39,-0.0475161456083717,0.000188994922272932,0.0377554869293533,0.0283191194848275,0,-0.00758808519632001
0.01,40,-0.0474007523986529,0.00018990610142497,0.0377352694159378,0.0280993988614146,0,-0.00752921123271606
0.01,41,-0.0473467850379542,0.00019092203409765,0.0375989080426375,0.0309972831858821,0,-0.00830569699721592
0.01,42,-0.0472908114582756,0.000170767894748155,0.03768788772002,0.0277641422222498,0,-0.00743937948699466
0.01,43,-0.0476264769013265,0.000120399344322364,0.0377633222783953,0.0286046635006085,0,-0.00766459648475207
0.01,44,-0.047280436296107,0.000202898656930066,0.0377473752814388,0.0295563544364794,0,-0.00791960130246268
0.01,45,-0.0475696874253286,0.000209265371778861,0.0377525195748965,0.0291250346538816,0,-0.00780402951503602
0.01,46,-0.047565021775448,0.000131221390736368,0.0377190509587197,0.0335104897647874,0,-0.00897910867044618
0.01,47,-0.0474921306077169,0.000247301949415481,0.0377083729584064,0.0269236137731532,0,-0.00721416056784384
0.01,48,-0.0474390104987145,0.000274592459921234,0.0376876121843789,0.0245023692802411,0,-0.00656539006128974
0.01,49,-0.0474488670522391,0.00018341447179702,0.0377273708964395,0.0284099429414916,0,-0.00761242126818695
0.01,50,-0.0476701170115609,0.000185670219172052,0.0377869328773119,0.0284770497490932,0,-0.00763040248309043
0.01,51,-0.0475924256326916,0.000205102414057609,0.0377524911939158,0.0289795777321529,0,-0.00776505445032532
0.01,52,-0.0471058119766726,0.000239202868575187,0.0376914833763295,0.0358969159389009,0,-0.0096185496365964
0.01,53,-0.0471441490966512,0.000123989449100545,0.0375931107902994,0.0365281459352089,0,-0.00978768720434541
0.01,54,-0.0476409112776785,0.000181960860068315,0.0376763755181065,0.033052335311719,0,-0.00885634655473779
0.01,55,-0.0474615737800643,0.000178394643879774,0.03771025625727,0.0293636089807697,0,-0.00786795531326051
0.01,56,-0.0475758662934587,0.000161575250910478,0.0377565315857055,0.0281371951670601,0,-0.00753933872229064
0.01,57,-0.0475010371560445,0.000225557764057485,0.0377423518071036,0.0299177997126135,0,-0.00801645027231087
0.01,58,-0.0473660624341909,0.000211901614442805,0.0377152220646019,0.0296885711061973,0,-0.00795502865233952
0.01,59,-0.0472575927851523,0.000210566080202343,0.0376693513242788,0.0291579735793752,0,-0.0078128554735216
0.01,60,-0.0476185465058453,0.000190556075247656,0.0376943092077768,0.0305372402885378,0,-0.00818242887438885
0.01,61,-0.0472353284586321,0.000233138286184148,0.0377366713355218,0.0357085909432415,0,-0.00956808810609486
0.01,62,-0.0472426923348956,0.000303224582313976,0.0376780337628091,0.0340599217950441,0,-0.00912632853924925
0.01,63,-0.0476717541777424,0.000170855424384954,0.0377831897294326,0.0282688007633865,0,-0.00757460233554573
0.01,64,-0.047720514568245,0.000244617665297198,0.0377342677656857,0.0230414924729237,0,-0.00617394930052769
0.01,65,-0.0473448863257886,0.000164524401334657,0.037692334298894,0.0284094377350257,0,-0.00761228589852239
0.01,66,-0.0475802642216127,0.000274128753876556,0.0376891095889585,0.0176888968316241,0,-0.00473972562103113
0.01,67,-0.0476331926779908,0.000177805899279455,0.0377433364696762,0.0301012721027013,0,-0.00806561155106829
0.01,68,-0.0474523329046624,0.000112242415103062,0.037721577775504,0.0274708692420569,0,-0.00736079722879012
0.01,69,-0.0475744672621635,0.000178006510438776,0.0377034845225203,0.0314377180337745,0,-0.00842371115902722
0.01,70,-0.0476358966236403,0.00021564404038484,0.0378193894787513,0.0311776911821447,0,-0.00835403717412262
0.01,71,-0.0473709931124959,0.000293930469782555,0.0377385808015617,0.0398428882844114,0,-0.0106758697399315
0.01,72,-0.0473114477072303,0.000224937129744934,0.0377713828777424,0.03494914990787,0,-0.009364596493968
0.01,73,-0.0474737161958772,0.000161284003261099,0.037801371464523,0.0210330279609338,0,-0.00563578285651345
0.01,74,-0.0475999245775627,0.000131219033117118,0.0377944358676062,0.0219798899860956,0,-0.00588949377149925
0.01,75,-0.0472678400629903,0.000230735749826175,0.0377045645528567,0.0320354662113283,0,-0.00858387730047994
0.01,76,-0.047194483052669,0.000122126333439735,0.0376126159712693,0.0355233706879265,0,-0.00951845848826132
0.01,77,-0.0474631498306698,0.000236166658416886,0.0377167970120998,0.0288936990688238,0,-0.00774204333183921
0.01,78,-0.0474095496388345,0.000252245926097099,0.0376902815269655,0.0272442685430563,0,-0.00730007975448857
0.01,79,-0.0476909556063784,0.000191812275139783,0.037749771266302,0.0295802212100355,0,-0.00792599638516298
0.01,80,-0.0475174815662482,0.000151887512301865,0.0376936418270921,0.0336962461360647,0,-0.00902888194011888
0.01,81,-0.0477049203470388,0.000198425544766042,0.0377824814541163,0.0289778284631038,0,-0.00776458573509626
0.01,82,-0.0471121263946863,0.000148463861566269,0.0375361491925209,0.0404272353167626,0,-0.0108324450553495
0.01,83,-0.0473267489495184,0.000151125315325857,0.0376346903634519,0.0347444082394911,0,-0.00930973612926889
0.01,84,-0.0475878057196781,0.000238701824036644,0.0377477915559978,0.0286513117812413,0,-0.0076770958538759
